id,roleID,skillNumber,associatedSkillNumber,skillType,isPassive,skillLevel,skillUnlock,unlockParam,starAutoLevelUp,cost,combatPower
602002,10020,602002,,7,,1,,,,,"0,5"
602003,10020,602003,,9,,1,,,,,"0,5"
602004,10020,602004,,8,,1,,,,,"0,5"
602101,10021,602101,,7,,1,,,,,"0,5"
602103,10021,602103,,8,,1,,,,,"0,5"
602201,10022,602201,,8,,1,,,,,"0,5"
602202,10022,602202,,7,,1,,,,,"0,5"
602203,10022,602203,,8,,1,,,,,"0,5"
602301,10023,602301,,8,,1,,,,,"0,5"
602302,10023,602302,,7,,1,,,,,"0,5"
602303,10023,602303,,9,,1,,,,,"0,5"
602304,10023,602304,,8,,1,,,,,"0,5"
602401,10024,602401,,8,,1,,,,,"0,5"
602402,10024,602402,,8,,1,,,,,"0,5"
602403,10024,602403,,8,,1,,,,,"0,5"
602501,10025,602501,,8,,1,,,,,"0,5"
602502,10025,602502,,8,,1,,,,,"0,5"
602601,10026,602601,,8,,1,,,,,"0,5"
602602,10026,602602,,8,,1,,,,,"0,5"
602603,10026,602603,,8,,1,,,,,"0,5"
602701,10027,602701,,1,,1,,,,,"0,5"
602702,10027,602702,,4,,1,,,,,"0,5"
602801,10028,602801,,8,,1,,,,,"0,5"
602802,10028,602802,,8,,1,,,,,"0,5"
602901,10029,602901,,8,,1,,,,,"0,5"
602902,10029,602902,,7,,1,,,,,"0,5"
602903,10029,602903,,8,,1,,,,,"0,5"
603001,10030,603001,,1,,1,,,,,"0,5"
603002,10030,603002,,1,,1,,,,,"0,5"
603101,10031,603101,,1,,1,,,,,"0,5"
603102,10031,603102,,1,,1,,,,,"0,5"
603103,10031,603103,,1,,1,,,,,"0,5"
603201,10032,603201,,1,,1,,,,,"0,5"
603202,10032,603202,,1,,1,,,,,"0,5"
603203,10032,603203,,1,,1,,,,,"0,5"
603204,10032,603204,,1,,1,,,,,"0,5"
603301,10033,603301,,1,,1,,,,,"0,5"
603302,10033,603302,,1,,1,,,,,"0,5"
603303,10033,603303,,1,,1,,,,,"0,5"
603304,10033,603304,,1,,1,,,,,"0,5"
603401,10034,603401,,1,,1,,,,,"0,5"
603402,10034,603402,,1,,1,,,,,"0,5"
603403,10034,603403,,1,,1,,,,,"0,5"
603404,10034,603404,,1,,1,,,,,"0,5"
603501,10035,603501,,1,,1,,,,,"0,5"
603502,10035,603502,,1,,1,,,,,"0,5"
603503,10035,603503,,1,,1,,,,,"0,5"
603504,10035,603504,,1,,1,,,,,"0,5"
603505,10035,603505,,1,,1,,,,,"0,5"
603601,10036,603601,,1,,1,,,,,"0,5"
603602,10036,603602,,1,,1,,,,,"0,5"
603603,10036,603603,,1,,1,,,,,"0,5"
603701,10037,603701,,1,,1,,,,,"0,5"
603702,10037,603702,,1,,1,,,,,"0,5"
603703,10037,603703,,1,,1,,,,,"0,5"
603704,10037,603704,,1,,1,,,,,"0,5"
603801,10038,603801,,1,,1,,,,,"0,5"
603802,10038,603802,,1,,1,,,,,"0,5"
603803,10038,603803,,1,,1,,,,,"0,5"
603804,10038,603804,,1,,1,,,,,"0,5"
603901,10039,603901,,1,,1,,,,,"0,5"
603903,10039,603903,,1,,1,,,,,"0,5"
604001,10040,604001,,1,,1,,,,,"0,5"
604002,10040,604002,,1,,1,,,,,"0,5"
604003,10040,604003,,1,,1,,,,,"0,5"
604101,10041,604101,,1,,1,,,,,"0,5"
604102,10041,604102,,1,,1,,,,,"0,5"
604103,10041,604103,,1,,1,,,,,"0,5"
604104,10041,604104,,1,,1,,,,,"0,5"
604105,10041,604105,,1,,1,,,,,"0,5"
604201,10042,604201,,1,,1,,,,,"0,5"
604202,10042,604202,,1,,1,,,,,"0,5"
604203,10042,604203,,1,,1,,,,,"0,5"
604501,10045,604501,,1,,1,,,,,"0,5"
604502,10045,604502,,1,,1,,,,,"0,5"
604503,10045,604503,,1,,1,,,,,"0,5"
604504,10045,604504,,1,,1,,,,,"0,5"
604601,10046,604601,,1,,1,,,,,"0,5"
604602,10046,604602,,1,,1,,,,,"0,5"
604603,10046,604603,,1,,1,,,,,"0,5"
604701,10047,604701,,1,,1,,,,,"0,5"
604702,10047,604702,,1,,1,,,,,"0,5"
604703,10047,604703,,1,,1,,,,,"0,5"
604801,10048,604801,,2,,1,,,,,"0,5"
604802,10048,604802,,2,,1,,,,,"0,5"
604803,10048,604803,,2,,1,,,,,"0,5"
604804,10048,604804,,2,,1,,,,,"0,5"
604805,10048,604805,,5,,1,,,,,
604901,10049,604901,,1,,,,,,,"0,5"
604902,10049,604902,,1,,,,,,,"0,5"
604903,10049,604903,,1,,,,,,,"0,5"
604904,10049,604904,,1,,,,,,,"0,5"
605101,10051,605101,,1,,,,,,,"0,5"
605102,10051,605102,,3,,,,,,,"0,5"
605103,10051,605103,,5,,,,,,,"0,5"
605104,10051,605104,,2,,,,,,,"0,5"
605301,10053,605301,,1,,,,,,,"0,5"
605302,10053,605302,,5,,,,,,,"0,5"
605303,10053,605303,,3,,,,,,,"0,5"
605304,10053,605304,,2,,,,,,,"0,5"
606001,10060,606001,,1,,,,,,,"0,5"
606002,10060,606002,,6,,,,,,,"0,5"
606003,10060,606003,,5,,,,,,,"0,5"
606004,10060,606004,,3,,,,,,,"0,5"
606005,10060,606005,,2,,,,,,,"0,5"
606701,10067,606701,,1,,1,,,,,"0,5"
606702,10067,606702,,4,,1,,,,,"0,5"
606801,10068,606801,,1,,1,,,,,"0,5"
606802,10068,606802,,6,,1,,,,,"0,5"
606803,10068,606803,,4,,1,,,,,"0,5"
606901,10069,606901,,1,,,,,,,"0,5"
606902,10069,606902,,3,,,,,,,"0,5"
607101,10071,607101,,1,,,,,,,"0,5"
607102,10071,607102,,4,,,,,,,"0,5"
607103,10071,607103,,3,,,,,,,"0,5"
607104,10071,607104,,2,,,,,,,"0,5"
607201,10072,607101,,1,,,,,,,"0,5"
607202,10072,607102,,4,,,,,,,"0,5"
607205,10072,607105,,3,,,,,,,"0,5"
607301,10073,607101,,1,,,,,,,"0,5"
607302,10073,607102,,4,,,,,,,"0,5"
607303,10073,607103,,3,,,,,,,"0,5"
700101,30001,700101,,1,,1,,,,,"0,0"
700102,30001,700102,,8,,1,,,,,"0,0"
700103,30001,700103,,8,,1,,,,,"0,0"
700104,30001,700104,,8,,1,,,,,"0,0"
700105,30001,700105,,8,,1,,,,,"0,0"
700106,30001,700106,,8,,1,,,,,"0,0"
700108,30001,700108,,8,,1,,,,,"0,0"
700109,30001,700109,,2,,1,,,,,"0,0"
700110,30001,700110,,8,,1,,,,,"0,0"
700121,30001,700121,,2,,1,,,,,"0,0"
700199,30001,700199,,8,,1,,,,,"0,0"
710104,30001,710104,,8,,1,,,,,"0,0"
710106,30001,710106,,8,,1,,,,,"0,0"
710199,30001,710199,,8,,1,,,,,"0,0"
700141,30001,700141,,2,,1,,,,,"0,0"
700201,30002,700201,,1,,1,,,,,"0,0"
700202,30002,700202,,4,,1,,,,,"0,0"
700203,30002,700203,,4,,1,,,,,"0,0"
700204,30002,700204,,4,,1,,,,,"0,0"
700205,30002,700205,,4,,1,,,,,"0,0"
700206,30002,700206,,4,,1,,,,,"0,0"
700207,30002,700207,,4,,1,,,,,"0,0"
700210,30002,700210,,2,,1,,,,,"0,0"
700211,30002,700211,,4,,1,,,,,"0,0"
700301,30003,700301,,1,,1,,,,,"0,0"
700302,30003,700302,,8,,1,,,,,"0,0"
700303,30003,700303,,8,,1,,,,,"0,0"
700304,30003,700304,,8,,1,,,,,"0,0"
700307,30003,700307,,8,,1,,,,,"0,0"
700308,30003,700308,,8,,1,,,,,"0,0"
700309,30003,700309,,8,,1,,,,,"0,0"
700310,30003,700310,,8,,1,,,,,"0,0"
700311,30003,700311,,8,,1,,,,,"0,0"
700312,30003,700312,,8,,1,,,,,"0,0"
700401,30004,700401,,1,,1,,,,,"0,0"
700402,30004,700402,,8,,1,,,,,"0,0"
700403,30004,700403,,8,,1,,,,,"0,0"
700404,30004,700404,,8,,1,,,,,"0,0"
700405,30004,700405,,8,,1,,,,,"0,0"
700406,30004,700406,,8,,1,,,,,"0,0"
700409,30004,700409,,8,,1,,,,,"0,0"
700410,30004,700410,,8,,1,,,,,"0,0"
700411,30004,700411,,8,,1,,,,,"0,0"
700413,30004,700413,,8,,1,,,,,"0,0"
710403,30004,700403,,8,,1,,,,,"0,0"
710404,30004,700404,,8,,1,,,,,"0,0"
710406,30004,700406,,8,,1,,,,,"0,0"
710411,30004,700411,,8,,1,,,,,"0,0"
700501,30005,700501,,1,,1,,,,,"0,0"
700502,30005,700502,,8,,1,,,,,"0,0"
700503,30005,700503,,8,,1,,,,,"0,0"
700504,30005,700504,,8,,1,,,,,"0,0"
700505,30005,700505,,8,,1,,,,,"0,0"
700506,30005,700506,,8,,1,,,,,"0,0"
700509,30005,700509,,8,,1,,,,,"0,0"
700512,30005,700512,,8,,1,,,,,"0,0"
700513,30005,700513,,8,,1,,,,,"0,0"
700515,30005,700515,,8,,1,,,,,"0,0"
700516,30005,700516,,8,,1,,,,,"0,0"
710503,30005,700503,,8,,1,,,,,"0,0"
710504,30005,700504,,8,,1,,,,,"0,0"
710506,30005,700506,,8,,1,,,,,"0,0"
710509,30005,700509,,8,,1,,,,,"0,0"
710513,30005,700513,,8,,1,,,,,"0,0"
700601,30006,7006011,,8,,1,,,,,"0,0"
700602,30006,7006021,,8,,1,,,,,"0,0"
700603,30006,7006031,,8,,1,,,,,"0,0"
700604,30006,7006041,,8,,1,,,,,"0,0"
700605,30006,7006051,,8,,1,,,,,"0,0"
700606,30006,7006061,,8,,1,,,,,"0,0"
700607,30006,7006071,,8,,1,,,,,"0,0"
700608,30006,7006081,,8,,1,,,,,"0,0"
700609,30006,7006091,,8,,1,,,,,"0,0"
700610,30006,7006101,,8,,1,,,,,"0,0"
710603,30006,7006031,,8,,1,,,,,"0,0"
710607,30006,7006071,,8,,1,,,,,"0,0"
710610,30006,7006101,,8,,1,,,,,"0,0"
700701,30007,700701,,8,,1,,,,,"0,0"
700702,30007,700702,,8,,1,,,,,"0,0"
700703,30007,700703,,8,,1,,,,,"0,0"
700704,30007,700704,,8,,1,,,,,"0,0"
700705,30007,700705,,8,,1,,,,,"0,0"
700706,30007,700706,,8,,1,,,,,"0,0"
700707,30007,700707,,8,,1,,,,,"0,0"
700708,30007,700708,,8,,1,,,,,"0,0"
700709,30007,700709,,8,,1,,,,,"0,0"
700712,30007,700712,,8,,1,,,,,"0,0"
700801,30008,700801,,4,,1,,,,,"0,0"
700802,30008,700802,,4,,1,,,,,"0,0"
700803,30008,700803,,4,,1,,,,,"0,0"
700804,30008,700804,,4,,1,,,,,"0,0"
700805,30008,700805,,4,,1,,,,,"0,0"
700806,30008,700806,,4,,1,,,,,"0,0"
700901,30009,700901,,1,,1,,,,,"0,0"
700902,30009,700902,,2,,1,,,,,"0,0"
700903,30009,700903,,4,,1,,,,,"0,0"
700904,30009,700904,,2,,1,,,,,"0,0"
700905,30009,700905,,4,,1,,,,,"0,0"
700906,30009,700906,,4,,1,,,,,"0,0"
700907,30009,700907,,2,,1,,,,,"0,0"
700908,30009,700908,,3,,1,,,,,"0,0"
701001,30010,701001,,1,,1,,,,,"0,0"
701002,30010,701002,,2,,1,,,,,"0,0"
701003,30010,701003,,2,,1,,,,,"0,0"
701004,30010,701004,,4,,1,,,,,"0,0"
701005,30010,701005,,4,,1,,,,,"0,0"
701006,30010,701006,,4,,1,,,,,"0,0"
701007,30010,701007,,3,,1,,,,,"0,0"
701008,30010,701008,,4,,1,,,,,"0,0"
701009,30010,701009,,4,,1,,,,,"0,0"
701010,30010,701010,,2,,1,,,,,"0,0"
701101,30011,701101,,2,,,,,,,"0,0"
701102,30011,701102,,2,,,,,,,"0,0"
701103,30011,701103,,2,,,,,,,"0,0"
701104,30011,701104,,2,,,,,,,"0,0"
701105,30011,701105,,2,,1,,,,,"0,0"
701106,30011,701106,,2,,1,,,,,"0,0"
701107,30011,701107,,2,,,,,,,"0,0"
701108,30011,701108,,2,,1,,,,,"0,0"
701109,30011,701109,,2,,1,,,,,"0,0"
701110,30011,701110,,2,,1,,,,,"0,0"
701201,30012,701201,,7,,1,,,,,"0,0"
701202,30012,701202,,8,,1,,,,,"0,0"
701203,30012,701203,,8,,1,,,,,"0,0"
701204,30012,701204,,8,,1,,,,,"0,0"
701205,30012,701205,,8,,1,,,,,"0,0"
701206,30012,701206,,8,,1,,,,,"0,0"
701207,30012,701207,,8,,1,,,,,"0,0"
701210,30012,701210,,8,,1,,,,,"0,0"
701211,30012,701211,,8,,1,,,,,"0,0"
701213,30012,701213,,8,,1,,,,,"0,0"
701214,30012,701214,,8,,1,,,,,"0,0"
701215,30012,701215,,8,,1,,,,,"0,0"
701901,30019,701901,,2,,1,,,,,"0,0"
701902,30019,701902,,2,,1,,,,,"0,0"
701903,30019,701903,,2,,1,,,,,"0,0"
701904,30019,701904,,2,,1,,,,,"0,0"
701905,30019,701905,,2,,1,,,,,"0,0"
701906,30019,701906,,2,,1,,,,,"0,0"
400011,40001,400011,,2,,1,,,,,"0,0"
400012,40001,400012,,2,,1,,,,,"0,0"
400013,40001,400013,,2,,1,,,,,"0,0"
400014,40001,400014,,2,,1,,,,,"0,0"
400015,40001,400015,,2,,1,,,,,"0,0"
400016,40001,400016,,2,,1,,,,,"0,0"
400017,40001,400017,,2,,1,,,,,"0,0"
400018,40001,400018,,2,,1,,,,,"0,0"
701301,30013,701301,,4,,1,,,,,"0,0"
701302,30013,701302,,4,,1,,,,,"0,0"
701303,30013,701303,,4,,1,,,,,"0,0"
701304,30013,701304,,4,,1,,,,,"0,0"
701305,30013,701305,,4,,1,,,,,"0,0"
701306,30013,701306,,4,,1,,,,,"0,0"
701307,30013,701307,,4,,1,,,,,"0,0"
701309,30013,701309,,4,,1,,,,,"0,0"
701310,30013,701310,,4,,1,,,,,"0,0"
701401,30014,701401,,1,,1,,,,,"0,0"
701402,30014,701402,,2,,1,,,,,"0,0"
701403,30014,701403,,4,,1,,,,,"0,0"
701406,30014,701406,,4,,1,,,,,"0,0"
701407,30014,701407,,4,,1,,,,,"0,0"
701408,30014,701408,,4,,1,,,,,"0,0"
701409,30014,701409,,2,,1,,,,,"0,0"
701410,30014,701410,,4,,1,,,,,"0,0"
701501,30015,701501,,1,,1,,,,,"0,0"
701502,30015,701502,,4,,1,,,,,"0,0"
701503,30015,701503,,4,,1,,,,,"0,0"
701504,30015,701504,,3,,1,,,,,"0,0"
701505,30015,701505,,4,,1,,,,,"0,0"
701506,30015,701506,,4,,1,,,,,"0,0"
701507,30015,701507,,2,,1,,,,,"0,0"
701508,30015,701508,,2,,1,,,,,"0,0"
701509,30015,701509,,4,,1,,,,,"0,0"
701601,30016,701601,,1,,1,,,,,"0,0"
701602,30016,701602,,2,,1,,,,,"0,0"
701603,30016,701603,,4,,1,,,,,"0,0"
701604,30016,701604,,4,,1,,,,,"0,0"
701605,30016,701605,,4,,1,,,,,"0,0"
701606,30016,701606,,2,,1,,,,,"0,0"
701607,30016,701607,,3,,1,,,,,"0,0"
701608,30016,701608,,4,,1,,,,,"0,0"
701609,30016,701609,,2,,1,,,,,"0,0"
701610,30016,701610,,2,,1,,,,,"0,0"
701701,30017,701701,,2,,1,,,,,"0,0"
701702,30017,701702,,2,,1,,,,,"0,0"
701703,30017,701703,,4,,1,,,,,"0,0"
701704,30017,701704,,4,,1,,,,,"0,0"
701705,30017,701705,,3,,1,,,,,"0,0"
701706,30017,701706,,4,,1,,,,,"0,0"
701707,30017,701707,,4,,1,,,,,"0,0"
701708,30017,701708,,1,,1,,,,,"0,0"
701709,30017,701709,,2,,1,,,,,"0,0"
701710,30017,701710,,4,,1,,,,,"0,0"
701801,30018,701801,,1,,1,,,,,
701802,30018,701802,,4,,1,,,,,
701803,30018,701803,,2,,1,,,,,
701804,30018,701804,,4,,1,,,,,
701805,30018,701805,,4,,1,,,,,
701806,30018,701806,,4,,1,,,,,
701807,30018,701807,,4,,1,,,,,
701808,30018,701808,,4,,1,,,,,
701809,30018,701809,,2,,1,,,,,
702001,30020,702001,,1,,1,,,,,"0,0"
702002,30020,702002,,2,,1,,,,,"0,0"
702003,30020,702003,,2,,1,,,,,"0,0"
702004,30020,702004,,4,,1,,,,,"0,0"
702005,30020,702005,,4,,1,,,,,"0,0"
702006,30020,702006,,4,,1,,,,,"0,0"
702007,30020,702007,,4,,1,,,,,"0,0"
702008,30020,702008,,4,,1,,,,,"0,0"
702009,30020,702009,,2,,1,,,,,"0,0"
702101,30021,702101,,8,,1,,,,,"0,0"
702102,30021,702102,,8,,1,,,,,"0,0"
702103,30021,702103,,3,,1,,,,,"0,0"
702104,30021,702104,,8,,1,,,,,"0,0"
702105,30021,702105,,8,,1,,,,,"0,0"
702106,30021,702106,,8,,1,,,,,"0,0"
702107,30021,702107,,8,,1,,,,,"0,0"
702108,30021,702108,,8,,1,,,,,"0,0"
702109,30021,702109,,8,,1,,,,,"0,0"
702901,30029,702901,,1,,1,,,,,"0,0"
702902,30029,702902,,4,,1,,,,,"0,0"
702903,30029,702903,,4,,1,,,,,"0,0"
702904,30029,702904,,4,,1,,,,,"0,0"
702905,30029,702905,,4,,1,,,,,"0,0"
702906,30029,702906,,4,,1,,,,,"0,0"
702907,30029,702907,,4,,1,,,,,"0,0"
702908,30029,702908,,4,,1,,,,,"0,0"
704601,30046,704601,,1,,1,,,,,"0,0"
704602,30046,704602,,8,,1,,,,,"0,0"
704603,30046,704603,,8,,1,,,,,"0,0"
704604,30046,704604,,8,,1,,,,,"0,0"
704605,30046,704605,,8,,1,,,,,"0,0"
704606,30046,704606,,8,,1,,,,,"0,0"
704609,30046,704609,,8,,1,,,,,"0,0"
704612,30046,704612,,8,,1,,,,,"0,0"
704613,30046,704613,,8,,1,,,,,"0,0"
704615,30046,704615,,8,,1,,,,,"0,0"
704616,30046,704616,,8,,1,,,,,"0,0"
3002800,30028,3002800,,4,,1,,,,,"0,0"
3002801,30028,3002801,,4,,1,,,,,"0,0"
3002802,30028,3002802,,4,,1,,,,,"0,0"
3002803,30028,3002803,,4,,1,,,,,"0,0"
3002804,30028,3002804,,4,,1,,,,,"0,0"
3002805,30028,3002805,,4,,1,,,,,"0,0"
3002806,30028,3002806,,4,,1,,,,,"0,0"
3002807,30028,3002807,,4,,1,,,,,"0,0"
3002808,30028,3002808,,4,,1,,,,,"0,0"
3002809,30028,3002809,,4,,1,,,,,"0,0"
1001011,1001,100101,,1,,1,,,,,
1001012,1001,100101,,1,,2,,,,,
1001013,1001,100101,,1,,3,,,,,
1001014,1001,100101,,1,,4,,,,,
1001015,1001,100101,,1,,5,,,,,
1001041,1001,100104,,3,,1,,,,,
1002001,1002,100200,,6,,1,,,,,
1002002,1002,100200,,6,,2,,,,,
1002003,1002,100200,,6,,3,,,,,
1002004,1002,100200,,6,,4,,,,,
1002005,1002,100200,,6,,5,,,,,
1002011,1002,100201,100200,1,,1,,,,,"51,29"
1002012,1002,100201,100200,1,,2,,,,"123104:8,11:3000","128,73"
1002013,1002,100201,100200,1,,3,,,,"123104:14,11:8000","204,117"
1002014,1002,100201,100200,1,,4,,,,"123104:23,11:30000","332,190"
1002015,1002,100201,100200,1,,5,,,,"123104:36,11:50000","511,293"
1002021,1002,100202,,5,1,1,2,3,,,"64,37"
1002022,1002,100202,,5,1,2,,,,"123104:5,123201:5,11:5000","160,91"
1002023,1002,100202,,5,1,3,,,,"123104:8,123202:4,123201:8,11:10000","256,146"
1002024,1002,100202,,5,1,4,,,,"123104:12,123203:4,123202:8,11:40000","415,238"
1002025,1002,100202,,5,1,5,,,,"123104:15,123204:5,123203:5,11:60000","639,366"
1002031,1002,100203,,4,,1,2,1,,,"64,37"
1002032,1002,100203,,4,,2,,,,"123104:5,123201:5,11:5000","160,91"
1002033,1002,100203,,4,,3,,,,"123104:8,123202:4,123201:8,11:10000","256,146"
1002034,1002,100203,,4,,4,,,,"123104:12,123203:4,123202:8,11:40000","415,238"
1002035,1002,100203,,4,,5,,,,"123104:15,123204:5,123203:5,11:60000","639,366"
1002041,1002,100204,,3,,1,,,,,"102,59"
1002042,1002,100204,,3,,2,,,,"123104:8,123301:6,11:15000","256,146"
1002043,1002,100204,,3,,3,,,,"123104:12,123302:6,123301:8,11:20000","409,234"
1002044,1002,100204,,3,,4,,,,"123104:18,123303:4,123302:8,11:80000","664,380"
1002045,1002,100204,,3,,5,,,,"123104:24,123304:5,123303:5,11:120000","1022,585"
1002051,1002,100205,,2,,1,,,1,,"102,59"
1002052,1002,100205,,2,,2,,2,2,,"256,146"
1002053,1002,100205,,2,,3,,3,3,,"409,234"
1002054,1002,100205,,2,,4,,4,4,,"664,380"
1002055,1002,100205,,2,,5,,5,5,,"1022,585"
1003011,1003,100301,,1,,1,,,,,"51,29"
1003012,1003,100301,,1,,2,,,,"123101:8,11:3000","128,73"
1003013,1003,100301,,1,,3,,,,"123101:14,11:8000","204,117"
1003014,1003,100301,,1,,4,,,,"123101:23,11:30000","332,190"
1003015,1003,100301,,1,,5,,,,"123101:36,11:50000","511,293"
1003021,1003,100302,,4,,1,2,1,,,"64,37"
1003022,1003,100302,,4,,2,,,,"123101:5,123201:5,11:5000","160,91"
1003023,1003,100302,,4,,3,,,,"123101:8,123202:4,123201:8,11:10000","256,146"
1003024,1003,100302,,4,,4,,,,"123101:12,123203:4,123202:8,11:40000","415,238"
1003025,1003,100302,,4,,5,,,,"123101:15,123204:5,123203:5,11:60000","639,366"
1003031,1003,100303,,5,,1,2,3,,,"64,37"
1003032,1003,100303,,5,,2,,,,"123101:5,123201:5,11:5000","160,91"
1003033,1003,100303,,5,,3,,,,"123101:8,123202:4,123201:8,11:10000","256,146"
1003034,1003,100303,,5,,4,,,,"123101:12,123203:4,123202:8,11:40000","415,238"
1003035,1003,100303,,5,,5,,,,"123101:15,123204:5,123203:5,11:60000","639,366"
1003041,1003,100304,,3,,1,,,,,"102,59"
1003042,1003,100304,,3,,2,,,,"123101:8,123301:6,11:15000","256,146"
1003043,1003,100304,,3,,3,,,,"123101:12,123302:6,123301:8,11:20000","409,234"
1003044,1003,100304,,3,,4,,,,"123101:18,123303:4,123302:8,11:80000","664,380"
1003045,1003,100304,,3,,5,,,,"123101:24,123304:5,123303:5,11:120000","1022,585"
1003051,1003,100305,,2,,1,,,1,,"102,59"
1003052,1003,100305,,2,,2,,2,2,,"256,146"
1003053,1003,100305,,2,,3,,3,3,,"409,234"
1003054,1003,100305,,2,,4,,4,4,,"664,380"
1003055,1003,100305,,2,,5,,5,5,,"1022,585"
1004011,1004,100401,,1,,1,,,,,"51,29"
1004012,1004,100401,,1,,2,,,,"123101:8,11:3000","128,73"
1004013,1004,100401,,1,,3,,,,"123101:14,11:8000","204,117"
1004014,1004,100401,,1,,4,,,,"123101:23,11:30000","332,190"
1004015,1004,100401,,1,,5,,,,"123101:36,11:50000","511,293"
1004021,1004,100402,,4,,1,2,1,,,"64,37"
1004022,1004,100402,,4,,2,,,,"123101:5,123201:5,11:5000","160,91"
1004023,1004,100402,,4,,3,,,,"123101:8,123202:4,123201:8,11:10000","256,146"
1004024,1004,100402,,4,,4,,,,"123101:12,123203:4,123202:8,11:40000","415,238"
1004025,1004,100402,,4,,5,,,,"123101:15,123204:5,123203:5,11:60000","639,366"
1004031,1004,100403,,5,,1,2,3,,,"64,37"
1004032,1004,100403,,5,,2,,,,"123101:5,123201:5,11:5000","160,91"
1004033,1004,100403,,5,,3,,,,"123101:8,123202:4,123201:8,11:10000","256,146"
1004034,1004,100403,,5,,4,,,,"123101:12,123203:4,123202:8,11:40000","415,238"
1004035,1004,100403,,5,,5,,,,"123101:15,123204:5,123203:5,11:60000","639,366"
1004041,1004,100404,,3,,1,,,,,"102,59"
1004042,1004,100404,,3,,2,,,,"123101:8,123301:6,11:15000","256,146"
1004043,1004,100404,,3,,3,,,,"123101:12,123302:6,123301:8,11:20000","409,234"
