id,areaGroupId,areaPosX,areaPosY,areaPosHeight,posType,objectId
727,2,-63,9,1,1,
728,2,-63,19,1,2,
729,2,-63,26,2,0,
730,2,-63,27,2,0,
731,2,-63,28,2,0,
732,2,-63,29,2,1,
733,4,-63,30,1,1,
734,0,-63,154,1,1,
735,0,-63,155,1,1,
736,0,-62,-56,1,1,
737,0,-62,-55,1,1,
738,0,-62,-54,1,1,
739,0,-62,-53,1,1,
740,2,-62,-49,1,0,1
741,2,-62,-32,1,2,
742,2,-62,-22,1,1,
743,2,-62,-21,1,1,
744,2,-62,-17,1,1,
745,2,-62,-16,1,1,
746,2,-62,-15,1,1,
747,2,-62,-1,1,1,
748,2,-62,4,1,1,
749,2,-62,5,1,1,
750,2,-62,8,1,1,
751,2,-62,9,1,1,
752,2,-62,11,1,1,
753,2,-62,25,2,0,
754,2,-62,26,2,0,22
755,2,-62,27,2,0,
756,2,-62,28,2,0,
757,2,-62,29,2,0,
758,4,-62,30,1,1,
759,4,-62,41,1,2,
760,0,-62,155,1,1,
761,0,-62,156,1,1,
762,0,-61,-56,1,1,
763,0,-61,-55,1,1,
764,0,-61,-54,1,1,
765,2,-61,-45,1,2,
766,2,-61,-29,1,2,
767,2,-61,-22,1,1,
768,2,-61,-21,1,1,
769,2,-61,-16,1,1,
770,2,-61,-15,1,1,
771,2,-61,-2,1,1,
772,2,-61,0,1,1,
773,2,-61,1,1,1,
774,2,-61,8,1,1,
775,2,-61,9,1,1,
776,2,-61,11,1,1,
777,2,-61,23,2,0,
778,2,-61,24,2,0,
779,2,-61,25,2,0,
780,2,-61,26,2,0,5252
781,2,-61,27,2,0,
782,2,-61,28,2,1,
783,2,-61,29,2,0,
784,2,-61,30,1,1,
785,0,-61,156,1,1,
786,0,-61,157,1,1,
787,0,-60,-61,1,1,
788,0,-60,-56,1,1,
789,0,-60,-55,1,1,
790,0,-60,-54,1,1,
791,2,-60,-49,1,0,5250
792,2,-60,-34,1,0,22
793,2,-60,-23,1,1,
794,2,-60,-22,1,1,
795,2,-60,-21,1,1,
796,2,-60,-17,1,0,1
797,2,-60,-14,1,1,
798,2,-60,-13,1,1,
799,2,-60,-6,1,1,
800,2,-60,-5,1,1,
801,2,-60,-1,1,0,22
802,2,-60,1,1,1,
803,2,-60,8,1,1,
804,2,-60,9,1,1,
805,2,-60,10,1,1,
806,2,-60,13,1,1,
807,2,-60,14,2,0,
808,2,-60,15,2,0,
809,2,-60,16,2,0,
810,2,-60,17,2,0,
811,2,-60,18,2,0,
812,2,-60,19,2,0,
813,2,-60,20,2,0,
814,2,-60,21,2,0,
815,2,-60,22,2,0,
816,2,-60,23,2,0,
817,2,-60,24,2,0,
818,2,-60,25,2,0,
819,2,-60,26,2,0,
820,2,-60,27,2,0,
821,2,-60,28,2,0,
822,2,-60,29,2,1,
823,2,-60,30,1,1,
824,4,-60,36,1,2,
825,0,-60,157,1,1,
826,0,-60,158,1,1,
827,0,-59,-57,1,1,
828,0,-59,-56,1,1,
829,2,-59,-55,1,1,
830,2,-59,-22,1,1,
831,2,-59,-21,1,1,
832,2,-59,-15,1,1,
833,2,-59,-14,1,1,
834,2,-59,-4,1,1,
835,2,-59,-3,1,1,
836,2,-59,1,1,1,
837,2,-59,7,1,1,
838,2,-59,8,1,1,
839,2,-59,9,1,1,
840,2,-59,10,1,1,
841,2,-59,11,1,1,
842,2,-59,12,1,1,
843,2,-59,15,2,0,
844,2,-59,16,2,0,1
845,2,-59,17,2,0,
846,2,-59,18,2,0,
847,2,-59,19,2,0,
848,2,-59,20,2,0,
849,2,-59,21,2,0,
850,2,-59,22,2,0,
851,2,-59,23,2,0,
852,2,-59,24,2,0,
853,2,-59,25,2,0,
854,2,-59,26,2,0,10209023
855,2,-59,27,2,0,
856,2,-59,28,2,1,
857,2,-59,29,2,1,
858,2,-59,30,1,1,
859,4,-59,34,1,2,
860,0,-59,158,1,1,
861,0,-59,159,1,1,
862,0,-58,-61,1,1,
863,0,-58,-57,1,1,
864,0,-58,-56,1,1,
865,2,-58,-37,1,0,20204011
866,2,-58,-27,1,2,
867,2,-58,-25,1,0,1
868,2,-58,-23,1,1,
869,2,-58,-22,1,1,
870,2,-58,-17,1,1,
871,2,-58,-16,1,1,
872,2,-58,-11,1,1,
873,2,-58,-10,1,1,
874,2,-58,-9,1,1,
875,2,-58,-2,1,1,
876,2,-58,-1,1,1,
877,2,-58,1,1,1,
878,2,-58,7,1,1,
879,2,-58,8,1,1,
880,2,-58,9,1,1,
881,2,-58,10,1,1,
882,2,-58,12,1,1,
883,2,-58,14,2,0,
884,2,-58,16,2,0,
885,2,-58,18,2,0,
886,2,-58,20,2,0,
887,2,-58,21,2,0,
888,2,-58,22,2,0,
889,2,-58,23,2,0,
890,2,-58,24,2,0,
891,2,-58,25,2,0,
892,2,-58,26,2,0,
893,2,-58,27,3,0,
894,2,-58,28,3,0,
895,2,-58,29,3,1,
896,2,-58,30,1,1,
897,4,-58,34,1,2,
898,4,-58,41,1,2,
899,0,-58,159,1,1,
900,0,-57,-61,1,1,
901,0,-57,-58,1,1,
902,0,-57,-57,1,1,
903,0,-57,-56,1,1,
904,2,-57,-54,1,1,
905,2,-57,-39,1,0,16
906,2,-57,-38,1,2,
907,2,-57,-23,1,1,
908,2,-57,-22,1,1,
909,2,-57,-21,1,1,
910,2,-57,-19,1,1,
911,2,-57,-18,1,1,
912,2,-57,-13,1,1,
913,2,-57,-12,1,1,
914,2,-57,-11,1,0,22
915,2,-57,-8,1,1,
916,2,-57,-7,1,1,
917,2,-57,-1,1,1,
918,2,-57,0,1,1,
919,2,-57,5,1,1,
920,2,-57,6,1,1,
921,2,-57,7,1,1,
922,2,-57,8,1,1,
923,2,-57,10,1,1,
924,2,-57,19,1,0,1
925,2,-57,21,2,0,
926,2,-57,22,2,0,
927,2,-57,23,2,0,
928,2,-57,24,2,0,
929,2,-57,25,3,0,
930,2,-57,26,3,0,
931,2,-57,27,3,0,
932,2,-57,28,3,0,
933,2,-57,29,3,1,
934,0,-57,159,1,1,
935,0,-57,160,1,1,
936,0,-56,-61,1,1,
937,0,-56,-58,1,1,
938,0,-56,-57,1,1,
939,2,-56,-54,1,1,
940,2,-56,-51,1,1,
941,2,-56,-49,1,1,
942,2,-56,-48,1,1,
943,2,-56,-22,1,1,
944,2,-56,-21,1,1,
945,2,-56,-18,1,1,
946,2,-56,-17,1,1,
947,2,-56,-12,1,1,
948,2,-56,-11,1,1,
949,2,-56,-7,1,1,
950,2,-56,-2,1,1,
951,2,-56,7,1,1,
952,2,-56,8,1,1,
953,2,-56,21,3,0,
954,2,-56,22,3,0,
955,2,-56,23,3,0,
956,2,-56,24,3,0,
957,2,-56,25,3,0,
958,2,-56,26,3,0,
959,2,-56,27,3,0,5251
960,2,-56,28,3,0,22
961,2,-56,29,3,1,
962,2,-56,30,1,1,
963,4,-56,31,1,1,
964,0,-56,160,1,1,
965,0,-56,161,1,1,
966,0,-55,-61,1,1,
967,0,-55,-59,1,1,
968,0,-55,-58,1,1,
969,2,-55,-57,1,1,
970,2,-55,-56,1,1,
971,2,-55,-55,1,1,
972,2,-55,-54,1,1,
973,2,-55,-22,1,1,
974,2,-55,-21,1,1,
975,2,-55,-16,1,1,
