id,lv,monsterId,charaName,hpMax,phyAtk,magAtk,phyDfs,magDfs,critAtkRatio,critDfsValue,hitRateBasic,hitRateValue,evadeValue,energyMax,energyRecover,heroEnergyRecover,hpRecover,energy,energyDamagedRecover,moveSpd,breakMax,breakValue,breakTime,combatPower
3,1,51003,马雷,40,13,13,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
4,1,300121,英灵战士,40000,13,13,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5,1,30011,伊格瓦尔基测试,40000,13,13,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
6,1,30002,监察权天使测试,40000,13,13,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
7,1,30006,骨龙测试,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,0,,,,0
101,2,300011,小火精灵,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
102,1,10068,眷属蝙蝠,100,20,20,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
103,1,10001,帝国骑士,1,1,1,1,1,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
104,2,300091,漆黑圣典一席幻象,40,13,13,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
106,2,12010,哥布林战士,100,20,20,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
107,2,10011,哥布林射手,100,20,20,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1061,1,300011,小火精灵,1,1,1,1,1,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1998,1,1998,亚乌拉蜥蜴,1,1,1,1,1,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,0
1999,1,1999,亚乌拉狗子,1,1,1,1,1,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,0
2996,1,11048,王城卫兵弓箭手,40000,300,300,10,10,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,0
2997,14,11048,王城卫兵弓箭手,40000,300,300,10,10,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,0
2998,1,2998,死亡骑士,40000,300,300,10,10,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,0
2999,1,2999,帝国弓箭手,1,1,1,1,1,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,0
3000,1,33001,根源之火精灵,35685,1,1,1,1,0,0,10000,0,0,0,0,0,0,0,0,50000,1000,1000,10,0
10001,1,10001,帝国骑士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10002,1,10002,帝国弓骑士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10003,1,10003,阳光盛典,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10004,1,10004,火焰天使,40000,1000,1000,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10005,1,10005,冒险者坦克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
12005,1,12005,冒险者坦克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10006,1,10006,冒险者战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10007,1,10007,冒险者法师,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
11007,1,11007,冒险者法师,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10008,1,10008,冒险者刺客,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10009,1,10009,冒险者辅助,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10010,1,10010,哥布林战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
13010,1,13010,哥布林战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10011,1,10011,哥布林射手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10012,1,10012,冒险者僵尸战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
10013,1,10013,骷髅战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
12013,1,12013,骷髅战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10014,1,10014,骷髅弓箭手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
11014,1,11014,骷髅弓箭手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10015,1,10015,骷髅骑士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,60000,,,,0
10016,1,10016,食人魔,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10017,1,10017,冒险者射手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
11017,1,11017,冒险者射手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10018,1,10018,蜥蜴人坦克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10019,1,10019,蜥蜴人战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10020,1,10020,蜥蜴人法师,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10021,1,10021,蜥蜴人刺客,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10022,1,10022,蜥蜴人辅助,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10023,1,10023,蜥蜴人射手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10024,1,10024,亡灵狼,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10025,1,10025,亡灵熊,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10026,1,10026,亡灵野猪,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10027,1,10027,湿地精灵,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,25000,,,,0
10028,1,10028,僵尸-彼得默克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
10029,1,10029,僵尸-卢克诺克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
10030,1,10030,僵尸-达因,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
10031,1,10031,八指坦克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10032,1,10032,八指法师,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10033,1,10033,八指刺客,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10034,1,10034,八指辅助,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10035,1,10035,八指射手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10036,1,10036,八指战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10037,1,10037,六臂坦克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10038,1,10038,六臂法师,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10039,1,10039,六臂刺客,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10040,1,10040,六臂辅助,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10041,1,10041,六臂射手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10042,1,10042,六臂战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10046,1,10046,王城卫兵坦克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10047,1,10047,王城卫兵战士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10048,1,10048,王城卫兵弓箭手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10049,1,10049,王城卫兵法师,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10051,1,10051,精英-人类战士,40000,100,100,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10052,1,10052,精英-人类战士,40000,100,100,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10053,1,10053,精英-人类刺客,40000,100,100,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10060,1,10060,精英-蜥蜴人射手,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10067,1,10067,眷属-狼,1,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10068,1,10068,眷属-蝙蝠群,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10069,1,10069,暗杀者,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10071,1,10071,千鞭虫,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10072,1,10072,剑刀虫,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
10073,1,10073,硬甲虫,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30001,1,30001,根源之火精灵,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31001,1,31001,根源之火精灵（混沌之门3技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,1000,500,5,0
32001,1,32001,根源之火精灵（混沌之门4技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,1000,800,8,0
33001,1,33001,根源之火精灵（混沌之门全技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,1000,1000,10,0
34001,1,34001,根源之火精灵（混沌之门全技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,1000,1000,10,0
30002,1,30002,监察权天使,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31002,1,31002,监察权天使,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30003,1,30003,威光主天使,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31003,1,31003,威光主天使,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
32003,1,32003,威光主天使,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30004,1,30004,仓助,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31004,1,31004,仓助,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30005,1,30005,卡吉特,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31005,1,31005,卡吉特,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30006,1,30006,骨龙,40000,100,100,10,10,0,0,10000,0,0,0,0,0,0,0,0,0,,,,0
31006,1,31006,骨龙（混沌之门3技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,0,1000,500,5,0
32006,1,32006,骨龙（混沌之门5技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,0,1000,800,8,0
33006,1,33006,骨龙（混沌之门全技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,0,1000,1000,10,0
34006,1,34006,骨龙（混沌之门全技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,0,1000,1000,10,0
30007,1,30007,克莱门汀,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31007,1,31007,克莱门汀,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30008,1,30008,布莱恩,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31008,1,31008,布莱恩,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30009,1,30009,第一席,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
31009,1,31009,第一席（混沌之门3技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
32009,1,32009,第一席（混沌之门5技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
33009,1,33009,第一席（混沌之门全技能）,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30010,7,30010,第八席,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30011,3,30011,伊格瓦尔基,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30012,3,30012,夏提雅,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30013,4,30013,伊古瓦,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30014,5,30014,扎里尤斯沙沙,400,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30015,5,30015,沙斯林沙沙,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30016,6,30016,斯修乔乔,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30017,6,30017,休古兹兹,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30018,6,30018,泽伯鲁咕咕,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30019,7,30019,洛洛洛,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,25000,,,,0
30020,9,30020,库鲁雪,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30021,1,30021,沙丘隆特,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30022,1,30022,狄瓦诺克,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30023,9,30023,佩什利安,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30024,7,30024,爱德丝特莲,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30025,10,30025,马姆维斯特,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30026,14,30026,桀洛,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30028,1,30028,塞巴斯,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30029,1,30029,葛杰夫,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30046,1,30046,知拉农首领,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30101,14,30101,沙丘隆特的幻象1级,1,1,1,1,1,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,0
40001,1,40001,娜迦,40000,10,10,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
300211,14,300211,boss沙丘隆特的幻象1级,1,1,1,1,1,0,0,10000,0,0,0,0,1,0,0,0,50000,,,,
99998,14,99998,工具人骑士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
99999,6,99999,工具人骑士,40000,1,1,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100117,14,10011,哥布林射手,1174,42,44,20,20,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100013,14,10001,帝国骑士,492,17,17,16,16,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100023,32,10002,帝国弓骑士,615,22,23,10,10,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100034,32,10003,阳光圣典,703,25,26,12,12,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100035,32,10003,阳光圣典,929,33,35,15,15,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100045,32,10004,火焰天使,743,25,26,25,25,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100056,32,10005,冒险者坦克,841,28,29,28,28,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100076,32,10007,冒险者法师,1051,38,39,18,18,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100096,32,10009,冒险者辅助,1051,38,39,18,18,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100107,32,10010,哥布林战士,939,32,32,31,31,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100129,32,10012,冒险者僵尸战士,1135,38,39,38,38,0,0,10000,0,0,0,0,0,0,0,0,20000,,,,0
100131,32,10013,骷髅战士,176,16,16,7,7,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100141,32,10014,骷髅弓箭手,176,16,16,7,7,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100149,32,10014,骷髅弓箭手,1419,51,53,24,24,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
100167,32,10016,食人魔,939,32,32,31,31,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101015,32,30001,根源之火精灵,16888,42,42,5,5,0,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101035,32,30003,威光主天使,30000,210,210,160,160,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101041,32,10016,食人魔,4078,256,256,164,164,600,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101042,32,10016,食人魔,4078,161,161,164,164,600,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101043,32,100101,哥布林战士,3902,131,131,119,119,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101044,32,100101,哥布林战士,3902,109,109,119,119,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101045,32,100111,哥布林射手,3680,102,102,74,74,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
101046,32,100101,哥布林战士,3902,86,86,119,119,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
2000213,32,100021,帝国弓骑士,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1000213,32,100021,帝国弓骑士,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1000512,32,10005,冒险者坦克,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1000613,32,10006,冒险者战士,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1000712,32,10007,冒险者法师,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1000813,32,10008,冒险者刺客,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1000913,32,10009,冒险者辅助,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1001310,32,10013,骷髅战士,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1001311,32,10013,骷髅战士,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1001411,32,10014,骷髅弓箭手,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
1001510,32,10015,骷髅骑兵,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,60000,,,,0
3000410,14,30004,森林贤王·仓助,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
3001210,14,30012,夏提雅,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
3001215,14,30012,夏提雅,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5100210,14,51002,希姿·德尔塔,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5100310,14,51003,露普斯蕾琪娜·贝塔,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5100410,14,51004,雅儿贝德,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5100510,14,51005,科塞特斯,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5100610,14,51006,赛巴斯·蒂安,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5100910,14,51009,迪米乌哥斯,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5101210,14,51012,漆黑战士飞飞,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5200110,14,52001,美姬·娜贝,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5200510,14,52005,葛杰夫·斯托洛夫,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5200710,14,52007,伊维尔哀,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5200910,14,52009,格格兰,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5300210,14,53002,森林贤王·仓助,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5300310,14,53003,扎里尤斯·沙沙,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5400110,14,54001,布莉塔,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5400210,14,54002,彼得·莫克,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5400310,14,54003,卢克诺克·波尔布,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
5400410,14,54004,尼亚,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
30012100,27,30012,夏提雅,254534,1202,1202,946,946,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
105,27,39015,沙斯林沙沙召唤,67573,765,765,672,672,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
2030311,6,31001,1阶火精灵,30512,155,155,104,104,3000,0,10000,0,0,0,0,0,0,0,0,50000,4139,4139,15,0
2040911,16,31006,1阶骨龙,230166,482,482,352,352,3000,0,10000,0,0,0,0,0,0,0,0,0,31222,31222,15,0
2050911,19,31009,1阶漆黑盛典第一席,340858,795,795,449,449,3000,0,10000,0,0,0,0,0,0,0,0,50000,46238,46238,15,0
2061211,22,31001,2阶火精灵,488162,1038,1038,592,592,3000,0,10000,0,0,0,0,0,0,0,0,50000,74932,74932,15,0
2071011,25,31006,2阶骨龙,625651,1327,1327,708,708,3000,0,10000,0,0,0,0,0,0,0,0,0,96135,96135,15,0
2072111,27,31009,2阶漆黑盛典第一席,810093,1676,1676,852,852,3000,0,10000,0,0,0,0,0,0,0,0,50000,116272,116272,15,0
2081911,29,32001,3阶火精灵,943205,1832,1832,924,924,3000,0,10000,0,0,0,0,0,0,0,0,50000,131479,131479,15,0
2091011,31,32006,3阶骨龙,1100058,2085,2085,1037,1037,3000,0,10000,0,0,0,0,0,0,0,0,0,151160,151160,15,0
2091811,33,32009,3阶漆黑盛典第一席,1233925,2515,2515,1140,1140,3000,0,10000,0,0,0,0,0,0,0,0,50000,173879,173879,15,0
2102011,35,32001,4阶火精灵,1575188,2800,2800,1341,1341,3000,0,10000,0,0,0,0,0,0,0,0,50000,226696,226696,15,0
2111011,37,32006,4阶骨龙,1794264,3172,3172,1497,1497,3000,0,10000,0,0,0,0,0,0,0,0,0,257717,257717,15,0
2112011,39,32009,4阶漆黑盛典第一席,1943560,3645,3645,1617,1617,3000,0,10000,0,0,0,0,0,0,0,0,50000,280885,280885,15,0
2121111,41,33001,5阶火精灵,2191990,3755,3755,1678,1678,3000,0,10000,0,0,0,0,0,0,0,0,50000,303180,303180,15,0
2122311,42,33006,5阶骨龙,2326209,3955,3955,1767,1767,3000,0,10000,0,0,0,0,0,0,0,0,0,320914,320914,15,0
20305,42,35009,漆黑圣典第一席,2326209,3955,3955,1767,1767,3000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110111,13,13010,哥布林战士,2448,214,214,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110114,13,10011,哥布林射手,1898,224,224,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110115,13,13010,哥布林战士,2448,214,214,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110116,13,10011,哥布林射手,1898,224,224,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110211,13,13010,哥布林战士,1958,192,192,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110213,13,13010,哥布林战士,1958,192,192,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110214,13,13010,哥布林战士,1958,192,192,191,191,1500,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110215,13,10011,哥布林射手,1518,201,201,153,153,2000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110311,6,10016,食人魔,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
40110312,6,10016,食人魔,1868,125,125,89,89,1000,0,10000,0,0,0,0,0,0,0,0,50000,,,,0
