id,type,spawnCenter,spawnPosition,delay,duration,parabolaHigh,parabolaAngle,parabolaOffset,disorderAngle,disorderSpdAngle,speed,acceleration,length,passEffects,hitEffects,endEffects,pass,passTimes
1022104,1,,"1.6,1.9",0,5,,,,,,100000,20000,,,10220141,,0,0
1022105,1,,"1.6,1.9",0,5,,,,,,100000,20000,,,10220151,,0,0
10240301,8,,"0.31,1.4",0,0.5,,,,,,100000,0,,10240302,,,1,999
10240311,8,,"0.31,1.4",0,0.5,,,,,,100000,0,,10240312,,,1,999
10240321,8,,"0.31,1.4",0,0.5,,,,,,100000,0,,10240322,,,1,999
10240331,8,,"0.31,1.4",0,0.5,,,,,,100000,0,,10240332,,,1,999
10240341,8,,"0.31,1.4",0,0.5,,,,,,100000,0,,10240342,,,1,999
1005041,8,,"1,1.7",0,5,,,,,,200000,100000,,10050732,,,1,999
40030101,1,"0.2083138,1.735641","1,2.4",0,5,,,,,,200000,100000,,,40030111,,0,0
40030102,1,"0.2083138,1.735641","1,2.4",0,5,,,,,,200000,100000,,,40030112,,0,0
40030103,1,"0.2083138,1.735641","1,2.4",0,5,,,,,,200000,100000,,,40030113,,0,0
40030104,1,"0.2083138,1.735641","1,2.4",0,5,,,,,,200000,100000,,,40030114,,0,0
40030105,1,"0.2083138,1.735641","1,2.4",0,5,,,,,,200000,100000,,,40030115,,0,0
40040101,1,,"1.8,1.9",0,5,,,,,,200000,100000,,,40040111,,0,0
40040102,1,,"1.8,1.9",0,5,,,,,,200000,100000,,,40040112,,0,0
40040103,1,,"1.8,1.9",0,5,,,,,,200000,100000,,,40040113,,0,0
40040104,1,,"1.8,1.9",0,5,,,,,,200000,100000,,,40040114,,0,0
40040105,1,,"1.8,1.9",0,5,,,,,,200000,100000,,,40040115,,0,0
6002011,1,"-0.4326246,1.145236","1.07,2.1",0,5,,,,,,100000,100000,0.5,,6002012,,0,0
6002021,1,"-0.4052839,1.101152","0.77,2",0,5,,,,,,100000,100000,0.5,,6002033,,0,0
6002031,1,"-0.4825846,0.9113345","0.74,1.59",0,5,,,,,,100000,100000,0.5,,6002042,,0,0
6002051,1,"-0.4825846,0.9113345","0.74,1.59",0,5,,,,,,100000,100000,0.5,,6002052,,0,0
6007011,1,,"2.3,1.9",0,80,,,,,,100000,100000,,,6007012,,0,0
6009011,1,,"2.3,2.1",0,80,,,,,,100000,100000,,,6009012,,0,0
6011011,1,"0.1310329,0.9582187","0,1.58",0,80,,,,,,100000,100000,,,6011012,,0,0
6011031,4,,"-1,2.5",0,80,2,,,,,100000,100000,,,6011032,,0,0
6011041,1,"0.1310329,0.9582187","0.4,1",0,80,,,,,,100000,200000,,,6011042,,0,0
6014011,1,"-0.0237571,1.250789","1.13,2.17",0,80,,,,,,100000,100000,0.15,,6014012,,0,0
6014032,1,"-0.3308589,0.9818555","0.92,2.1",0,80,,,,,,100000,100000,0.15,,6014033,,0,0
6014071,1,"-0.3308589,0.9818555","0.92,2.1",0,80,,,,,,100000,100000,0.15,,6014072,,0,0
6017011,1,"-0.1204462,1.396668","1.07,2.1",0,5,,,,,,100000,100000,0.5,,6017012,,0,0
6017032,1,"-0.4360422,1.150746","0.77,1.92",0,5,,,,,,100000,100000,0.5,,6017033,,0,0
6017061,1,"0.2587669,1.381886","0.77,1.92",0,5,,,,,,100000,100000,0.5,,6017062,,0,0
6017081,1,"0.2587669,1.381886","0.77,1.92",0,5,,,,,,100000,100000,0.5,,6017082,,0,0
6020011,1,,"2.79,2.66",0,5,,,,,,200000,100000,0.5,,6020012,,0,0
6021031,1,,"1.78,2.21",0,5,,,,,,200000,100000,0.5,,6021032,,0,0
6022011,1,,"1.43,1.92",0,5,,,,,,200000,100000,0.5,,6022012,,0,0
6023011,1,"0.102,1.29","1.59,2.69",0,5,,,,,,200000,100000,0.5,,6023012,,0,0
6023041,1,"-0.419,1.29","1.24,2.56",0,5,,,,,,200000,100000,0.5,,6023042,,0,0
6029011,1,"-0.235,1.485","0.98,2.18",0,5,,,,,,200000,100000,0,,6029012,,0,0
6032011,1,,"2.09,1.9",0,5,,,,,,200000,100000,0,,6032012,,0,0
6032031,1,,"2.35,2.2",0,5,,,,,,200000,100000,0,,"6032032,6032033",,0,0
6035011,1,"-0.053,1.5","1.09,2.1",0,5,,,,,,200000,100000,0,,6035012,,0,0
6035041,1,"-0.473,0.926","0.86,1.6",0,5,,,,,,200000,100000,0,,6035042,,0,0
6035051,1,"-0.819,1.143","-0.04,1.98",0,5,,,,,,200000,100000,0,,"6035052,6035053",,0,0
6038011,1,,"2.09,1.9",0,5,,,,,,200000,100000,0,,6038012,,0,0
6038031,1,,"2.35,2.2",0,5,,,,,,200000,100000,0,,6038032,,0,0
6041011,1,"-0.053,1.5","1.09,2.25",0,5,,,,,,200000,100000,0,,6041012,,0,0
6041041,1,"-0.819,1.143","0.23,1.98",0,5,,,,,,200000,100000,0,,"6041042,6041043",,0,0
6045011,1,"-0.161,1.347","1.09,2.12",0,5,,,,,,200000,100000,0.15,,6045012,,0,0
6045031,1,"-0.5,1.17","0.73,2.1",0,5,,,,,,200000,100000,0.15,,6045032,,0,0
6048011,1,"-0.161,1.347","1.09,2.12",0,5,,,,,,200000,100000,0.15,,6048012,,0,0
6048041,1,"-0.5,1.17","0.73,2.1",0,5,,,,,,200000,100000,0.15,,6048042,,0,0
6049011,1,,"2.09,1.9",0,5,,,,,,200000,100000,0,,6049012,,0,0
6060011,1,"-0.01384616,1.41035","1.07,2.4",0,5,,,,,,100000,100000,0.5,,6060012,,0,0
6068011,1,,"0.73,2.1",0,5,,,,,,150000,100000,,,6068012,,0,0
2997011,1,"-0.161,1.347","1.09,2.12",0,5,,,,,,200000,100000,0.15,,2997012,,0,0
2997031,1,"-0.5,1.17","0.73,2.1",0,5,,,,,,200000,100000,0.15,,2997032,,0,0
20050211,1,,"-1,1.5",0,80,,,,,,150000,100000,,,20050221,,1,10
20050212,1,,"-1,1.5",0,80,,,,,,150000,100000,,,20050222,,1,10
20050213,1,,"-1,1.5",0,80,,,,,,150000,100000,,,20050223,,1,10
20050214,1,,"-1,1.5",0,80,,,,,,150000,100000,,,20050224,,,
20050215,1,,"-1,1.5",0,80,,,,,,150000,100000,,,20050225,,,
7001021,1,,"0,2",0,80,,,,,,200000,100000,0,,7001022,,0,0
7101021,1,,"0,2",0,80,,,,,,200000,100000,0,,7101022,,0,0
70011011,1,,"1.62,1.69",0,80,,,,,,200000,100000,0,,70011012,,0,0
7005111,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7005112,,0,0
7005113,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7005114,,0,0
7005115,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7005116,,0,0
7005117,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7005118,,0,0
7005119,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7005120,,0,0
7005123,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7005124,,0,0
7105111,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7105112,,0,0
7105113,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7105114,,0,0
7105115,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7105116,,0,0
7105117,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7105118,,0,0
7105119,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7105120,,0,0
7105123,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7105124,,0,0
7009031,8,,"0.31,1.4",0,1.5,,,,,,100000,0,,7009032,,,1,999
7011011,1,"-0.1984284,2.142487","1.53,3.07",0,80,,,,,,100000,200000,,,7011012,,0,0
7011031,4,,"3.33,2.77",0,80,4,,,,,100000,100000,,,7011032,,0,0
7012121,1,,"-1,8.94",1,80,,,,,,200000,200000,,,7012122,,0,0
7012125,1,,"-2,7.94",1,80,,,,,,200001,200001,,,7012126,,0,0
7012129,1,,"-1,7.94",1,80,,,,,,200002,200002,,,7012130,,0,0
70121121,1,,"-1,8.94",1,80,,,,,,200000,200000,,,70121122,,0,0
70121125,1,,"-2,7.94",1,80,,,,,,200001,200001,,,70121126,,0,0
70121129,1,,"-1,7.94",1,80,,,,,,200002,200002,,,70121130,,0,0
7046111,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7046112,,0,0
7046113,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7046114,,0,0
7046115,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7046116,,0,0
7046117,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7046118,,0,0
7046119,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7046120,,0,0
7046123,1,,"0.84,4.47",0,80,,,,,,100000,100000,0,,7046124,,0,0
4000111,1,,"3.92,3.04",0,80,,,,,,100000,100000,0,,4000112,,0,0
20070010,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070011,,0,0
20070020,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070021,,0,0
20070030,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070031,,0,0
20070040,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070041,,0,0
20070050,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070051,,0,0
20070110,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070111,,0,0
20070120,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070121,,0,0
20070130,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070131,,0,0
20070140,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070141,,0,0
20070150,1,,"1,1.9",0,5,,,,,,100000,50000,,,20070151,,0,0
20070411,7,,"1.9,1.9",0,5,,,,"60,90",45,50000,20000,,,20070461,,0,0
20070412,7,,"1.9,1.9",0,5,,,,"120,150",45,50000,20000,,,20070461,,0,0
20070413,7,,"1.9,1.9",0,5,,,,"180,210",45,50000,20000,,,20070461,,0,0
20070414,7,,"1.9,1.9",0,5,,,,"-60,-90",45,50000,20000,,,20070461,,0,0
20070415,7,,"1.9,1.9",0,5,,,,"-120,-150",45,50000,20000,,,20070461,,0,0
20070416,7,,"1.9,1.9",0,5,,,,"-180,-210",45,50000,20000,,,20070461,,0,0
20070421,7,,"1.9,1.9",0,5,,,,"60,90",45,50000,20000,,,20070462,,0,0
20070422,7,,"1.9,1.9",0,5,,,,"120,150",45,50000,20000,,,20070462,,0,0
20070423,7,,"1.9,1.9",0,5,,,,"180,210",45,50000,20000,,,20070462,,0,0
20070424,7,,"1.9,1.9",0,5,,,,"-60,-90",45,50000,20000,,,20070462,,0,0
20070425,7,,"1.9,1.9",0,5,,,,"-120,-150",45,50000,20000,,,20070462,,0,0
20070426,7,,"1.9,1.9",0,5,,,,"-180,-210",45,50000,20000,,,20070462,,0,0
20070431,7,,"1.9,1.9",0,5,,,,"60,90",45,50000,20000,,,20070463,,0,0
20070432,7,,"1.9,1.9",0,5,,,,"120,150",45,50000,20000,,,20070463,,0,0
20070433,7,,"1.9,1.9",0,5,,,,"180,210",45,50000,20000,,,20070463,,0,0
20070434,7,,"1.9,1.9",0,5,,,,"-60,-90",45,50000,20000,,,20070463,,0,0
20070435,7,,"1.9,1.9",0,5,,,,"-120,-150",45,50000,20000,,,20070463,,0,0
20070436,7,,"1.9,1.9",0,5,,,,"-180,-210",45,50000,20000,,,20070463,,0,0
20070441,7,,"1.9,1.9",0,5,,,,"60,90",45,50000,20000,,,20070464,,0,0
20070442,7,,"1.9,1.9",0,5,,,,"120,150",45,50000,20000,,,20070464,,0,0
20070443,7,,"1.9,1.9",0,5,,,,"180,210",45,50000,20000,,,20070464,,0,0
20070444,7,,"1.9,1.9",0,5,,,,"-60,-90",45,50000,20000,,,20070464,,0,0
20070445,7,,"1.9,1.9",0,5,,,,"-120,-150",45,50000,20000,,,20070464,,0,0
20070446,7,,"1.9,1.9",0,5,,,,"-180,-210",45,50000,20000,,,20070464,,0,0
20070451,7,,"1.9,1.9",0,5,,,,"60,90",45,50000,20000,,,20070465,,0,0
20070452,7,,"1.9,1.9",0,5,,,,"120,150",45,50000,20000,,,20070465,,0,0
20070453,7,,"1.9,1.9",0,5,,,,"180,210",45,50000,20000,,,20070465,,0,0
20070454,7,,"1.9,1.9",0,5,,,,"-60,-90",45,50000,20000,,,20070465,,0,0
20070455,7,,"1.9,1.9",0,5,,,,"-120,-150",45,50000,20000,,,20070465,,0,0
20070456,7,,"1.9,1.9",0,5,,,,"-180,-210",45,50000,20000,,,20070465,,0,0
60021011,1,"0.06561267,1.346328","0.7,1.89",0,5,,,,,,100000,100000,,,60021012,,0,0
60021031,1,"0.06561267,1.346328","0.7,1.89",0,5,,,,,,100000,100000,,,60021032,,0,0
60021041,1,"0.06561267,1.346328","0.7,1.89",0,5,,,,,,100000,100000,,,60021042,,0,0
20190101,1,,"1.15,2.5",0,5,,,,,,150000,100000,,,20190106,,0,0
20190102,1,,"1.15,2.5",0,5,,,,,,150000,100000,,,20190107,,0,0
20190103,1,,"1.15,2.5",0,5,,,,,,150000,100000,,,20190108,,0,0
20190104,1,,"1.15,2.5",0,5,,,,,,150000,100000,,,20190109,,0,0
20190105,1,,"1.15,2.5",0,5,,,,,,150000,100000,,,20190110,,0,0
20190201,1,,"2.2,2.3",0,5,,,,,,150000,100000,,,"20190211,20190212",,0,0
20190202,1,,"2.2,2.3",0,5,,,,,,150000,100000,,,"20190221,20190222",,0,0
20190203,1,,"2.2,2.3",0,5,,,,,,150000,100000,,,"20190231,20190232",,0,0
20190204,1,,"2.2,2.3",0,5,,,,,,150000,100000,,,"20190241,20190242",,0,0
20190205,1,,"2.2,2.3",0,5,,,,,,150000,100000,,,"20190251,20190252",,0,0
20190301,1,,"2,2.2",0,5,,,,,,150000,100000,,,"20190311,20190312,3",,0,0
20190302,1,,"2,2.2",0,5,,,,,,150000,100000,,,"20190321,20190322,3",,0,0
20190303,1,,"2,2.2",0,5,,,,,,150000,100000,,,"20190331,20190332,3",,0,0
20190304,1,,"2,2.2",0,5,,,,,,150000,100000,,,"20190341,20190342,3",,0,0
20190305,1,,"2,2.2",0,5,,,,,,150000,100000,,,"20190351,20190352,3",,0,0
20190401,1,,"1.2,2.6",0,5,,,,,,100000,50000,1,,20190406,,0,0
20190402,1,,"1.2,2.6",0,5,,,,,,100000,50000,1,,20190407,,0,0
20190403,1,,"1.2,2.6",0,5,,,,,,100000,50000,1,,20190408,,0,0
20190404,1,,"1.2,2.6",0,5,,,,,,100000,50000,1,,20190409,,0,0
20190405,1,,"1.2,2.6",0,5,,,,,,100000,50000,1,,20190410,,0,0
70130101,1,,"1.17,2.84",0,5,,,,,,150000,100000,,,70130102,,0,0
70130301,1,,"2.13,2.19",0,5,,,,,,150000,100000,,,"70130302,70130303",,0,0
70130401,1,,"2.2,2.7",0,5,,,,,,150000,100000,,,"70130403,70130404,3",,0,0
70130501,1,,"1.4,3.1",0,5,,,,,,100000,50000,1,,70130501,,0,0
70130601,1,,"2.4,2.7",0,5,,,,,,150000,100000,,,"70130602,70130603,2",,0,0
10130101,1,,"1.2,2.2",0,5,,,,,,150000,100000,1,,"10130106,10130515",,0,0
10130102,1,,"1.2,2.2",0,5,,,,,,150000,100000,1,,"10130107,10130515",,0,0
10130103,1,,"1.2,2.2",0,5,,,,,,150000,100000,1,,"10130108,10130515",,0,0
10130104,1,,"1.2,2.2",0,5,,,,,,150000,100000,1,,"10130109,10130515",,0,0
10130105,1,,"1.2,2.2",0,5,,,,,,150000,100000,1,,"10130110,10130515",,0,0
10130201,1,,"0,4.5",0,5,,,,,,150000,100000,,,"10130206,10130516",,0,0
10130202,1,,"0,4.5",0,5,,,,,,150000,100000,,,"10130207,10130516",,0,0
10130203,1,,"0,4.5",0,5,,,,,,150000,100000,,,"10130208,10130516",,0,0
10130204,1,,"0,4.5",0,5,,,,,,150000,100000,,,"10130209,10130516",,0,0
10130205,1,,"0,4.5",0,5,,,,,,150000,100000,,,"10130210,10130516",,0,0
199801,5,,"1.2,0.4",0,5,,,,,,1000000,1000000,,,19980111,,0,0
199802,1,,"1.2,0.4",0,5,,,,,,200000,200000,,,19980211,,0,0
199803,1,,"1.2,0.4",0,5,,,,,,200000,200000,,,19980221,,0,0
199804,1,,"1.2,0.4",0,5,,,,,,200000,200000,,,19980231,,0,0
199805,1,,"1.2,0.4",0,5,,,,,,200000,200000,,,19980241,,0,0
10080110,1,,"1.53,2.7",0,5,,,,,,150000,100000,0.6,,10080111,,0,0
10080120,1,,"1.53,2.7",0,5,,,,,,150000,100000,0.6,,10080121,,0,0
10080130,1,,"1.53,2.7",0,5,,,,,,150000,100000,0.6,,10080131,,0,0
10080140,1,,"1.53,2.7",0,5,,,,,,150000,100000,0.6,,10080141,,0,0
10080150,1,,"1.53,2.7",0,5,,,,,,150000,100000,0.6,,10080151,,0,0
10080310,4,,"1.5,3.2",0,5,0.5,,,,,150000,100000,,,,10080311,0,0
10080320,4,,"1.5,3.2",0,5,0.5,,,,,150000,100000,,,,10080321,0,0
10080330,4,,"1.5,3.2",0,5,0.5,,,,,150000,100000,,,,10080331,0,0
10080340,4,,"1.5,3.2",0,5,0.5,,,,,150000,100000,,,,10080341,0,0
10080350,4,,"1.5,3.2",0,5,0.5,,,,,150000,100000,,,,10080351,0,0
10080510,1,,"-0.7,2.3",0,5,,,,,,150000,100000,,,10080511,,0,0
10080520,1,,"-0.7,2.3",0,5,,,,,,150000,100000,,,10080521,,0,0
10080530,1,,"-0.7,2.3",0,5,,,,,,150000,100000,,,10080531,,0,0
10080540,1,,"-0.7,2.3",0,5,,,,,,150000,100000,,,10080541,,0,0
10080550,1,,"-0.7,2.3",0,5,,,,,,150000,100000,,,10080551,,0,0
30060101,1,,"1.3,2.5",0,5,,,,,,150000,100000,,,30060106,,0,0
30060102,1,,"1.3,2.5",0,5,,,,,,150000,100000,,,30060107,,0,0
30060103,1,,"1.3,2.5",0,5,,,,,,150000,100000,,,30060108,,0,0
30060104,1,,"1.3,2.5",0,5,,,,,,150000,100000,,,30060109,,0,0
30060105,1,,"1.3,2.5",0,5,,,,,,150000,100000,,,30060110,,0,0
30060201,4,,"0.3,2.7",0,5,4,,,,,150000,100000,,,"30060211,30060212",,0,0
30060202,4,,"0.3,2.7",0,5,4,,,,,150000,100000,,,"30060221,30060222",,0,0
30060203,4,,"0.3,2.7",0,5,4,,,,,150000,100000,,,"30060231,30060232,30060233",,0,0
30060204,4,,"0.3,2.7",0,5,4,,,,,150000,100000,,,"30060241,30060242,30060243",,0,0
30060205,4,,"0.3,2.7",0,5,4,,,,,150000,100000,,,"30060251,30060252,30060253",,0,0
30060401,1,,"1,2.5",0,5,,,,,,150000,100000,,,30060406,,0,0
30060402,1,,"1,2.5",0,5,,,,,,150000,100000,,,30060407,,0,0
30060403,1,,"1,2.5",0,5,,,,,,150000,100000,,,30060408,,0,0
30060404,1,,"1,2.5",0,5,,,,,,150000,100000,,,30060409,,0,0
30060405,1,,"1,2.5",0,5,,,,,,150000,100000,,,30060410,,0,0
7016011,1,,"1.8,3.2",0,5,,,,,,150000,100000,,,7016012,,0,0
7016041,4,,"0.7,3.2",0,5,6,,,,,150000,100000,,,"7016042,7016043,7016044",,0,0
7016051,1,,"1.2,3",0,5,,,,,,150000,100000,,,7016052,,0,0
7016082,1,,"1.5,3",0,5,,,,,,150000,100000,,,7016084,,0,0
7016083,1,,"1.3,2.5",0,5,,,,,,150000,100000,,,7016085,,0,0
30050101,1,,"2.3,1.2",0,5,,,,,,150000,100000,,,30050106,,0,
30050102,1,,"2.3,1.2",0,5,,,,,,150000,100000,,,30050107,,0,
30050103,1,,"2.3,1.2",0,5,,,,,,150000,100000,,,30050108,,0,
30050104,1,,"2.3,1.2",0,5,,,,,,150000,100000,,,30050109,,0,
30050105,1,,"2.3,1.2",0,5,,,,,,150000,100000,,,30050110,,0,
7020011,1,,"2.8,1.5",0,5,,,,,,150000,100000,,,7020012,,0,
20410101,1,,"1.4,1.95",0,5,,,,,,150000,100000,,,20410106,,0,
20410102,1,,"1.4,1.95",0,5,,,,,,150000,100000,,,20410107,,0,
20410103,1,,"1.4,1.95",0,5,,,,,,150000,100000,,,20410108,,0,
20410104,1,,"1.4,1.95",0,5,,,,,,150000,100000,,,20410109,,0,
20410105,1,,"1.4,1.95",0,5,,,,,,150000,100000,,,20410110,,0,
20410301,4,,"0.5,2.2",0,5,4,,,,,100000,100000,,,20410311,,0,
20410302,4,,"0.5,2.2",0,5,4,,,,,100000,100000,,,20410312,,0,
20410303,4,,"0.5,2.2",0,5,4,,,,,100000,100000,,,20410313,,0,
20410304,4,,"0.5,2.2",0,5,4,,,,,100000,100000,,,20410314,,0,
20410305,4,,"0.5,2.2",0,5,4,,,,,100000,100000,,,20410315,,0,
10180101,1,,"0.8,3.9",0,5,,,,,,150000,100000,,,10180106,,0,
10180102,1,,"0.8,3.9",0,5,,,,,,150000,100000,,,10180107,,0,
10180103,1,,"0.8,3.9",0,5,,,,,,150000,100000,,,10180108,,0,
10180104,1,,"0.8,3.9",0,5,,,,,,150000,100000,,,10180109,,0,
10180105,1,,"0.8,3.9",0,5,,,,,,150000,100000,,,10180110,,0,
20140101,1,,"1.8,2.1",0,5,,,,,,150000,100000,,,20140106,,0,
20140102,1,,"1.8,2.1",0,5,,,,,,150000,100000,,,20140107,,0,
20140103,1,,"1.8,2.1",0,5,,,,,,150000,100000,,,20140108,,0,
20140104,1,,"1.8,2.1",0,5,,,,,,150000,100000,,,20140109,,0,
20140105,1,,"1.8,2.1",0,5,,,,,,150000,100000,,,20140110,,0,
20140301,1,,"1.8,2",0,5,,,,,,150000,100000,,,20140306,,0,
20140302,1,,"1.8,2",0,5,,,,,,150000,100000,,,20140307,,0,
20140303,1,,"1.8,2",0,5,,,,,,150000,100000,,,20140308,,0,
20140304,1,,"1.8,2",0,5,,,,,,150000,100000,,,20140309,,0,
20140305,1,,"1.8,2",0,5,,,,,,150000,100000,,,20140310,,0,
20150101,1,,"0.9,1.85",0,5,,,,,,150000,100000,,,20150106,,0,
20150102,1,,"0.9,1.85",0,5,,,,,,150000,100000,,,20150107,,0,
20150103,1,,"0.9,1.85",0,5,,,,,,150000,100000,,,20150108,,0,
20150104,1,,"0.9,1.85",0,5,,,,,,150000,100000,,,20150109,,0,
20150105,1,,"0.9,1.85",0,5,,,,,,150000,100000,,,20150110,,0,
20150301,1,,"-0.45,1.65",0,5,,,,,,150000,100000,,,20150306,,0,
20150302,1,,"-0.45,1.65",0,5,,,,,,150000,100000,,,20150307,,0,
20150303,1,,"-0.45,1.65",0,5,,,,,,150000,100000,,,20150308,,0,
20150304,1,,"-0.45,1.65",0,5,,,,,,150000,100000,,,20150309,,0,
20150305,1,,"-0.45,1.65",0,5,,,,,,150000,100000,,,20150310,,0,
20110101,1,,"0.25,2",0,5,,,,,,150000,100000,,,20110106,,0,
20110102,1,,"0.25,2",0,5,,,,,,150000,100000,,,20110107,,0,
20110103,1,,"0.25,2",0,5,,,,,,150000,100000,,,20110108,,0,
20110104,1,,"0.25,2",0,5,,,,,,150000,100000,,,20110109,,0,
20110105,1,,"0.25,2",0,5,,,,,,150000,100000,,,20110110,,0,
20110201,1,,"0.8,4.55",0,5,,,,,,150000,100000,,,20110206,,0,
20110202,1,,"0.8,4.55",0,5,,,,,,150000,100000,,,20110207,,0,
20110203,1,,"0.8,4.55",0,5,,,,,,150000,100000,,,20110208,,0,
20110204,1,,"0.8,4.55",0,5,,,,,,150000,100000,,,20110209,,0,
20110205,1,,"0.8,4.55",0,5,,,,,,150000,100000,,,20110210,,0,
10210101,1,,"0.07,2.05",0,5,,,,,,90000,20000,,,10210106,,0,
10210102,1,,"0.07,2.05",0,5,,,,,,90000,20000,,,10210107,,0,
10210103,1,,"0.07,2.05",0,5,,,,,,90000,20000,,,10210108,,0,
10210104,1,,"0.07,2.05",0,5,,,,,,90000,20000,,,10210109,,0,
10210105,1,,"0.07,2.05",0,5,,,,,,90000,20000,,,10210110,,0,
10210301,7,,"-0.5,3.6",0,5,,,,"55,65",15,90000,20000,,,10210316,,0,
